location,date,people_fully_vaccinated,total_vaccinations,people_vaccinated,source_url,vaccine
Liechtenstein,2021-02-05,5,846,841,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-06,5,846,841,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-07,5,846,841,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-08,110,951,841,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-09,184,1026,842,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-10,235,1079,844,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-11,300,1144,844,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-12,330,1174,844,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-13,330,1174,844,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-14,330,1174,844,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-15,404,1249,845,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-16,448,1494,1046,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-17,448,1695,1247,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-18,448,1815,1367,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-19,448,1815,1367,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-20,448,1815,1367,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-21,448,1815,1367,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-22,448,2018,1570,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-23,448,2222,1774,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-24,448,2222,1774,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-25,630,2411,1781,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-26,820,2601,1781,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-27,820,2601,1781,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-02-28,820,2601,1781,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-01,820,2601,1781,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-02,820,2601,1781,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-03,820,2723,1903,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-04,820,2919,2099,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-05,820,3128,2308,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-06,820,3128,2308,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-07,820,3128,2308,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-08,820,3128,2308,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-09,821,3339,2518,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-10,821,3540,2719,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-11,821,3779,2958,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-12,821,3779,2958,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-13,821,3779,2958,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-14,821,3779,2958,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-15,821,3789,2968,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-16,1021,4004,2983,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-17,1235,4236,3001,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-18,1354,4366,3012,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-19,1354,4366,3012,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-20,1354,4366,3012,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-21,1354,4366,3012,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-22,1555,4569,3014,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-23,1753,4772,3019,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-24,1753,5011,3258,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-25,1753,5251,3498,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-26,1753,5490,3737,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-27,1753,5490,3737,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-28,1753,5490,3737,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-29,1753,5729,3976,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-30,1762,5979,4217,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-03-31,1884,6101,4217,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-01,2081,6298,4217,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-02,2285,6504,4219,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-03,2285,6504,4219,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-04,2285,6504,4219,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-05,2285,6504,4219,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-06,2494,6714,4220,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-07,2693,6914,4221,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-08,2930,7154,4224,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-09,2930,7414,4484,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-10,2930,7414,4484,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
Liechtenstein,2021-04-11,2930,7414,4484,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,"Moderna, Pfizer/BioNTech"
